SiteName,DateOfDataEntry,LotNumber,PlottedFindNumber,RawMaterial,SievedPlotted,LithicArtifactClass,CortexPercentage,Mass,MaxLength,MaxWidth,MaxThickness,cortex_mp,Notes,Layer,Age
HOR-1,24/11/22,1783,77191,CrystalQuartz,plottedfind,CompFlake,0,1.57,21.01,10.42,8.07,0,,"~16,000-20,000",TerminalLGM
HOR-1,24/11/22,1783,77117,CrystalQuartz,plottedfind,CompFlake,0.95,1.83,12.04,9.14,11.71,0.95,,"~16,000-20,000",TerminalLGM
HOR-1,24/11/22,1783,77126,CrystalQuartz,plottedfind,CompFlake,0,1.21,17.28,15.69,6.82,0,,"~16,000-20,000",TerminalLGM
HOR-1,24/11/22,1783,77124,CrystalQuartz,plottedfind,CompFlake,0,1.48,17.83,10.47,6.77,0,,"~16,000-20,000",TerminalLGM
HOR-1,24/11/22,1783,77114,CrystalQuartz,plottedfind,CompFlake,0,0.73,11.78,12.98,4.71,0,,"~16,000-20,000",TerminalLGM
HOR-1,24/11/22,1783,77118,CrystalQuartz,plottedfind,CompFlake,0.5,4.16,22.34,14.59,9.31,0.5,,"~16,000-20,000",TerminalLGM
HOR-1,24/11/22,1783,77185,CrystalQuartz,plottedfind,CompFlake,0.25,0.94,12.52,8.67,5.81,0.25,possible red residue on dorsal face,"~16,000-20,000",TerminalLGM
HOR-1,24/11/22,1783,77181,CrystalQuartz,plottedfind,CompFlake,0.25,0.87,17.88,9.37,4.84,0.25,,"~16,000-20,000",TerminalLGM
HOR-1,24/11/22,1783,77184,CrystalQuartz,plottedfind,CompFlake,0,1.48,18.52,9.57,7.3,0,,"~16,000-20,000",TerminalLGM
HOR-1,24/11/22,1783,77123,CrystalQuartz,plottedfind,CompFlake,0.25,1.12,15.58,12.3,6.65,0.25,,"~16,000-20,000",TerminalLGM
HOR-1,24/11/22,1783,77189,CrystalQuartz,plottedfind,CompFlake,0.5,0.48,14.7,6.98,4.64,0.5,,"~16,000-20,000",TerminalLGM
HOR-1,24/11/22,1783,77182,CrystalQuartz,plottedfind,CompFlake,0.25,0.81,17.6,10.06,5.32,0.25,,"~16,000-20,000",TerminalLGM
HOR-1,24/11/22,1783,77127,CrystalQuartz,plottedfind,CompFlake,0,1.51,14.46,11.91,8.75,0,,"~16,000-20,000",TerminalLGM
HOR-1,24/11/22,1783,77119,CrystalQuartz,plottedfind,CompFlake,0.25,2.13,14.8,14.1,9.03,0.25,,"~16,000-20,000",TerminalLGM
HOR-1,24/11/22,1783,77190,CrystalQuartz,plottedfind,CompFlake,0,1.21,19.03,10.66,6.7,0,,"~16,000-20,000",TerminalLGM
HOR-1,24/11/22,1783,77187,CrystalQuartz,plottedfind,CompFlake,0.25,1.32,12.73,11.76,8.69,0.25,,"~16,000-20,000",TerminalLGM
HOR-1,24/11/22,1783,77132,CrystalQuartz,plottedfind,CompFlake,0,0.97,17.41,8.72,6.41,0,,"~16,000-20,000",TerminalLGM
HOR-1,24/11/22,1783,77125,CrystalQuartz,plottedfind,CompFlake,0,0.31,11.6,10.2,2.4,0,,"~16,000-20,000",TerminalLGM
HOR-1,24/11/22,1783,77116,CrystalQuartz,plottedfind,CompFlake,0,1.31,15.69,8.92,7.93,0,,"~16,000-20,000",TerminalLGM
HOR-1,24/11/22,1735,67384,CrystalQuartz,plottedfind,CompFlake,0.05,0.69,14.57,12.78,3.33,0.05,,"~14,000-17,000",TerminalLGM
HOR-1,24/11/22,1735,67385,CrystalQuartz,plottedfind,CompFlake,0.05,0.5,11.93,14.62,2.82,0.05,,"~14,000-17,000",TerminalLGM
HOR-1,24/11/22,1735,67396,CrystalQuartz,plottedfind,CompFlake,0.05,0.62,18.23,9.15,4.55,0.05,,"~14,000-17,000",TerminalLGM
HOR-1,24/11/22,1735,67391,CrystalQuartz,plottedfind,CompFlake,0,1.61,14.3,13.4,9.39,0,,"~14,000-17,000",TerminalLGM
HOR-1,24/11/22,1735,67389,CrystalQuartz,plottedfind,CompFlake,0,0.35,14.39,10.75,2.9,0,,"~14,000-17,000",TerminalLGM
HOR-1,24/11/22,1735,67398,CrystalQuartz,plottedfind,CompFlake,0,0.31,20.46,6.01,4.02,0,,"~14,000-17,000",TerminalLGM
HOR-1,24/11/22,1735,67394,CrystalQuartz,plottedfind,CompFlake,0,0.59,14.86,7.21,3.96,0,,"~14,000-17,000",TerminalLGM
HOR-1,24/11/22,1844,94112,CrystalQuartz,plottedfind,CompFlake,0.25,2.74,20.59,17.4,7.1,0.25,,"~17,000-18,000 CalBP",TerminalLGM
HOR-1,24/11/22,1844,94110,CrystalQuartz,plottedfind,CompFlake,0.25,0.9,16.32,6.3,10.56,0.25,,"~17,000-18,000 CalBP",TerminalLGM
HOR-1,24/11/22,1844,95147,CrystalQuartz,plottedfind,CompFlake,0.25,0.82,15.63,9.68,5.72,0.25,,"~17,000-18,000 CalBP",TerminalLGM
HOR-1,24/11/22,1844,95150,CrystalQuartz,plottedfind,CompFlake,0,0.17,11.88,3.11,4,0,,"~17,000-18,000 CalBP",TerminalLGM
HOR-1,24/11/22,1844,95149,CrystalQuartz,plottedfind,CompFlake,0,0.46,11.03,10.39,3.53,0,,"~17,000-18,000 CalBP",TerminalLGM
HOR-1,24/11/22,1752,69286,CrystalQuartz,plottedfind,CompFlake,0,1.63,24.61,13.75,5.2,0,,"~14,000-18,000",TerminalLGM
HOR-1,24/11/22,1752,69304,CrystalQuartz,plottedfind,CompFlake,0,0.78,18.97,10.93,3.33,0,,"~14,000-18,000",TerminalLGM
HOR-1,24/11/22,1752,68971,CrystalQuartz,plottedfind,CompFlake,0.5,4.61,27.86,21.19,8.45,0.5,,"~14,000-18,000",TerminalLGM
HOR-1,24/11/22,1752,72060,CrystalQuartz,plottedfind,CompFlake,0,1.13,12.3,18.88,6.38,0,,"~14,000-18,000",TerminalLGM
HOR-1,24/11/22,1752,69300,CrystalQuartz,plottedfind,CompFlake,0.25,0.89,13.71,10.61,6.75,0.25,,"~14,000-18,000",TerminalLGM
HOR-1,24/11/22,1752,69292,CrystalQuartz,plottedfind,CompFlake,0,1.41,18.85,10.72,5.52,0,,"~14,000-18,000",TerminalLGM
HOR-1,24/11/22,1752,70041,CrystalQuartz,plottedfind,CompFlake,0.75,1.05,16.99,18.14,4.62,0.75,,"~14,000-18,000",TerminalLGM
HOR-1,24/11/22,1752,64283,CrystalQuartz,plottedfind,CompFlake,0.25,2.34,21.96,13.23,9.11,0.25,,"~14,000-18,000",TerminalLGM
HOR-1,24/11/22,1752,72054,CrystalQuartz,plottedfind,CompFlake,0,2.76,24.28,13.33,8.3,0,,"~14,000-18,000",TerminalLGM
HOR-1,24/11/22,1752,69281,CrystalQuartz,plottedfind,CompFlake,0,1.72,20.56,13.21,6.97,0,,"~14,000-18,000",TerminalLGM
HOR-1,24/11/22,1752,69285,CrystalQuartz,plottedfind,CompFlake,0,1.42,20.11,13.61,5.15,0,,"~14,000-18,000",TerminalLGM
HOR-1,24/11/22,1752,69306,CrystalQuartz,plottedfind,CompFlake,0,1.83,37.7,8.71,9.31,0,,"~14,000-18,000",TerminalLGM
HOR-1,24/11/22,1752,69299,CrystalQuartz,plottedfind,CompFlake,0.05,0.64,14.85,17.34,2.94,0.05,,"~14,000-18,000",TerminalLGM
HOR-1,24/11/22,1752,70042,CrystalQuartz,plottedfind,CompFlake,0.5,2.18,16.25,15.7,9.49,0.5,,"~14,000-18,000",TerminalLGM
HOR-1,24/11/22,1752,70047,CrystalQuartz,plottedfind,CompFlake,0,1.48,12.1,15.19,9.37,0,,"~14,000-18,000",TerminalLGM
HOR-1,24/11/22,1752,70001,CrystalQuartz,plottedfind,CompFlake,0.05,2.18,20.1,13.33,7.57,0.05,,"~14,000-18,000",TerminalLGM
HOR-1,24/11/22,1752,72069,CrystalQuartz,plottedfind,CompFlake,0.25,2.98,31.37,25.28,6.47,0.25,,"~14,000-18,000",TerminalLGM
HOR-1,24/11/22,1752,69291,CrystalQuartz,plottedfind,CompFlake,0,5.16,29.94,21.03,8.24,0,,"~14,000-18,000",TerminalLGM
HOR-1,24/11/22,1752,68960,CrystalQuartz,plottedfind,CompFlake,0,2.24,21.57,25.35,6.27,0,,"~14,000-18,000",TerminalLGM
HOR-1,24/11/22,1752,70004,CrystalQuartz,plottedfind,CompFlake,0.5,1.83,19.44,13.58,6.07,0.5,,"~14,000-18,000",TerminalLGM
HOR-1,24/11/22,1752,68969,CrystalQuartz,plottedfind,CompFlake,0.75,0.32,10.04,14.73,2.8,0.75,,"~14,000-18,000",TerminalLGM
HOR-1,24/11/22,1752,70032,CrystalQuartz,plottedfind,CompFlake,0,0.24,10.28,9.85,2.77,0,,"~14,000-18,000",TerminalLGM
HOR-1,24/11/22,1752,72052,CrystalQuartz,plottedfind,CompFlake,0,0.59,9.58,12.24,4.46,0,,"~14,000-18,000",TerminalLGM
HOR-1,24/11/22,1752,70043,CrystalQuartz,plottedfind,CompFlake,0,0.46,7.36,14.18,5.43,0,,"~14,000-18,000",TerminalLGM
HOR-1,24/11/22,1752,69280,CrystalQuartz,plottedfind,CompFlake,0,9.79,29.05,26.78,14.13,0,,"~14,000-18,000",TerminalLGM
HOR-1,9/1/2023,927,31308,CrystalQuartz,plottedfind,CompFlake,0.25,4.68,21.8,17.04,10.99,0.25,,"~14,000-17,000",TerminalLGM
HOR-1,9/1/2023,927,31313,CrystalQuartz,plottedfind,CompFlake,0.25,2.47,23.76,10.35,7.89,0.25,,"~14,000-17,000",TerminalLGM
HOR-1,9/1/2023,927,31314,CrystalQuartz,plottedfind,CompFlake,0,0.47,14.46,10.08,3.08,0,,"~14,000-17,000",TerminalLGM
HOR-1,9/1/2023,927,31317,CrystalQuartz,plottedfind,CompFlake,0,1.46,17.78,13.93,7.09,0,,"~14,000-17,000",TerminalLGM
HOR-1,9/1/2023,927,31318,CrystalQuartz,plottedfind,CompFlake,0.25,1.13,19.14,23.23,3.9,0.25,,"~14,000-17,000",TerminalLGM
HOR-1,9/1/2023,927,31319,CrystalQuartz,plottedfind,CompFlake,0,1.33,15.39,17.1,5.07,0,,"~14,000-17,000",TerminalLGM
HOR-1,9/1/2023,927,31320,CrystalQuartz,plottedfind,CompFlake,0,1.58,17.99,12.06,6.65,0,,"~14,000-17,000",TerminalLGM
HOR-1,6/1/2023,1067,31327,CrystalQuartz,plottedfind,CompFlake,0.5,3.26,27.61,18.19,6.57,0.5,,"~14,000-17,000",TerminalLGM
HOR-1,9/1/2023,1067,31330,CrystalQuartz,plottedfind,CompFlake,1,0.76,20.93,11.09,3.92,1,,"~14,000-17,000",TerminalLGM
HOR-1,6/1/2023,1067,31341,CrystalQuartz,plottedfind,CompFlake,0,1.85,14.75,23.8,5.29,0,,"~14,000-17,000",TerminalLGM
HOR-1,6/1/2023,1067,31342,CrystalQuartz,plottedfind,Utilized,0,3.39,17.64,24.54,7.48,0,,"~14,000-17,000",TerminalLGM
HOR-1,6/1/2023,1067,31344,CrystalQuartz,plottedfind,CompFlake,0.5,1.45,18.52,14.69,5.4,0.5,,"~14,000-17,000",TerminalLGM
HOR-1,9/1/2023,927,31348,CrystalQuartz,plottedfind,CompFlake,0,2.67,10.98,32.34,6.49,0,,"~14,000-17,000",TerminalLGM
HOR-1,9/1/2023,927,31349,CrystalQuartz,plottedfind,CompFlake,0,0.61,17.26,9.25,3.86,0,,"~14,000-17,000",TerminalLGM
HOR-1,9/1/2023,927,31351,CrystalQuartz,plottedfind,CompFlake,0,2.2,25.47,13.87,7.11,0,,"~14,000-17,000",TerminalLGM
HOR-1,9/1/2023,927,31353,CrystalQuartz,plottedfind,CompFlake,0,0.63,14.45,18.46,3.19,0,,"~14,000-17,000",TerminalLGM
HOR-1,9/1/2023,927,31356,CrystalQuartz,plottedfind,CompFlake,0.5,2.3,24.62,16.73,5.42,0.5,twisting flake profile,"~14,000-17,000",TerminalLGM
HOR-1,9/1/2023,927,31357,CrystalQuartz,plottedfind,CompFlake,0.05,1.6,21.42,13.95,6.08,0.05,,"~14,000-17,000",TerminalLGM
HOR-1,9/1/2023,927,31377,CrystalQuartz,plottedfind,CompFlake,0,1.37,19.53,12.24,4.55,0,,"~14,000-17,000",TerminalLGM
HOR-1,9/1/2023,927,31380,CrystalQuartz,plottedfind,CompFlake,0.25,0.68,17.92,11.64,3.38,0.25,,"~14,000-17,000",TerminalLGM
HOR-1,6/1/2023,1067,31399,CrystalQuartz,plottedfind,CompFlake,0,3.05,30.28,11.73,10.63,0,,"~14,000-17,000",TerminalLGM
HOR-1,6/1/2023,1067,31401,CrystalQuartz,plottedfind,CompFlake,0.25,3.07,27.88,17.3,7.56,0.25,,"~14,000-17,000",TerminalLGM
HOR-1,6/1/2023,1067,31403,CrystalQuartz,plottedfind,CompFlake,0.25,3.07,20.65,19.85,6.57,0.25,,"~14,000-17,000",TerminalLGM
HOR-1,9/1/2023,927,31417,CrystalQuartz,plottedfind,CompFlake,0.25,0.64,14.94,11.44,3.54,0.25,,"~14,000-17,000",TerminalLGM
HOR-1,9/1/2023,927,31419,CrystalQuartz,plottedfind,CompFlake,0,2.46,18.19,22.83,6.78,0,,"~14,000-17,000",TerminalLGM
HOR-1,9/1/2023,927,32041,CrystalQuartz,plottedfind,CompFlake,0.25,1.98,16.53,16.88,8.22,0.25,,"~14,000-17,000",TerminalLGM
HOR-1,9/1/2023,927,32042,CrystalQuartz,plottedfind,CompFlake,0,1.3,19.07,11.34,4.77,0,,"~14,000-17,000",TerminalLGM
HOR-1,9/1/2023,927,32044,CrystalQuartz,plottedfind,CompFlake,0,1.95,19.78,14.7,7.57,0,,"~14,000-17,000",TerminalLGM
HOR-1,9/1/2023,927,32045,CrystalQuartz,plottedfind,CompFlake,0,2.51,26.01,15.15,7.6,0,,"~14,000-17,000",TerminalLGM
HOR-1,9/1/2023,927,32047,CrystalQuartz,plottedfind,CompFlake,0.25,1.86,16.72,20.97,5.82,0.25,,"~14,000-17,000",TerminalLGM
HOR-1,6/1/2023,1755,72010,CrystalQuartz,plottedfind,CompFlake,0,0.86,20.84,8.61,5.26,0,,"~14,000-18,000",TerminalLGM
HOR-1,6/1/2023,1755,72012,CrystalQuartz,plottedfind,CompFlake,0,0.97,10.41,14.33,5.54,0,,"~14,000-18,000",TerminalLGM
HOR-1,14/12/22,1755,72019,CrystalQuartz,plottedfind,CompFlake,0,1.47,23.17,13.87,4.41,0,,"~14,000-18,000",TerminalLGM
HOR-1,14/12/22,1755,72020,CrystalQuartz,plottedfind,CompFlake,0.25,1.31,11.7,12.85,6.02,0.25,,"~14,000-18,000",TerminalLGM
HOR-1,14/12/22,1755,72030,CrystalQuartz,plottedfind,CompFlake,0.25,3.38,22.08,14.68,9.48,0.25,,"~14,000-18,000",TerminalLGM
HOR-1,6/1/2023,1755,72032,CrystalQuartz,plottedfind,CompFlake,0.5,0.53,11.83,12.6,4.41,0.5,,"~14,000-18,000",TerminalLGM
HOR-1,6/1/2023,1755,72035,CrystalQuartz,plottedfind,CompFlake,0,0.41,11.64,9.32,3.66,0,,"~14,000-18,000",TerminalLGM
HOR-1,6/1/2023,1755,72036,CrystalQuartz,plottedfind,CompFlake,0,0.72,12.71,16.73,3.15,0,,"~14,000-18,000",TerminalLGM
HOR-1,14/12/22,1755,72037,CrystalQuartz,plottedfind,CompFlake,0.25,4.94,20.47,22.77,12.9,0.25,,"~14,000-18,000",TerminalLGM
HOR-1,6/1/2023,1755,72038,CrystalQuartz,plottedfind,CompFlake,0,0.23,11.46,9.59,2.26,0,,"~14,000-18,000",TerminalLGM
HOR-1,6/1/2023,1755,72040,CrystalQuartz,plottedfind,CompFlake,0.75,0.88,17.38,11.32,3.78,0.75,,"~14,000-18,000",TerminalLGM
HOR-1,6/1/2023,1755,72044,CrystalQuartz,plottedfind,CompFlake,0,0.41,16.33,8.22,3.65,0,,"~14,000-18,000",TerminalLGM
HOR-1,6/1/2023,1755,72515,CrystalQuartz,plottedfind,CompFlake,0,1.03,20.05,11.02,5.37,0,,"~14,000-18,000",TerminalLGM
HOR-1,14/12/22,1755,72532,CrystalQuartz,plottedfind,CompFlake,0.75,0.78,18.99,10.44,5.04,0.75,,"~14,000-18,000",TerminalLGM
HOR-1,6/1/2023,1755,72533,CrystalQuartz,plottedfind,CompFlake,0,0.8,11.27,10.75,6.62,0,,"~14,000-18,000",TerminalLGM
HOR-1,14/12/22,1755,72537,CrystalQuartz,plottedfind,CompFlake,0,2.69,23.39,20.92,4.85,0,,"~14,000-18,000",TerminalLGM
HOR-1,6/1/2023,1755,72541,CrystalQuartz,plottedfind,CompFlake,0,0.68,11.08,12.03,6.98,0,,"~14,000-18,000",TerminalLGM
HOR-1,6/1/2023,1755,72543,CrystalQuartz,plottedfind,CompFlake,0,0.5,15.33,11.16,3.28,0,,"~14,000-18,000",TerminalLGM
HOR-1,6/1/2023,1755,72544,CrystalQuartz,plottedfind,CompFlake,0,0.69,14.53,13.24,6.78,0,,"~14,000-18,000",TerminalLGM
HOR-1,6/1/2023,1755,72555,CrystalQuartz,plottedfind,CompFlake,0,0.27,13.82,9.9,2.37,0,,"~14,000-18,000",TerminalLGM
HOR-1,14/12/22,1755,72557,CrystalQuartz,plottedfind,CompFlake,0.5,2.42,14.97,15.45,8.94,0.5,,"~14,000-18,000",TerminalLGM
HOR-1,6/1/2023,1755,72568,CrystalQuartz,plottedfind,CompFlake,0,1.36,23.86,10.66,5.35,0,,"~14,000-18,000",TerminalLGM
HOR-1,6/1/2023,1755,72569,CrystalQuartz,plottedfind,CompFlake,0,0.32,16.99,6.07,4.63,0,,"~14,000-18,000",TerminalLGM
HOR-1,6/1/2023,1755,72574,CrystalQuartz,plottedfind,CompFlake,0.25,0.8,11.53,12.57,5.95,0.25,,"~14,000-18,000",TerminalLGM
HOR-1,14/12/22,1755,72579,CrystalQuartz,plottedfind,CompFlake,0,0.96,11.33,16.79,6.64,0,,"~14,000-18,000",TerminalLGM
HOR-1,14/12/22,1755,72581,CrystalQuartz,plottedfind,CompFlake,0.05,2.32,15.78,11.51,9.91,0.05,,"~14,000-18,000",TerminalLGM
HOR-1,14/12/22,1755,72582,CrystalQuartz,plottedfind,CompFlake,0,11.1,32.74,26.79,12.48,0,,"~14,000-18,000",TerminalLGM
HOR-1,6/1/2023,1755,72590,CrystalQuartz,plottedfind,CompFlake,0,0.68,17.05,9.23,5.15,0,,"~14,000-18,000",TerminalLGM
HOR-1,14/12/22,1755,72593,CrystalQuartz,plottedfind,CompFlake,0.25,0.91,19.92,8.46,5.91,0.25,,"~14,000-18,000",TerminalLGM
HOR-1,6/1/2023,1755,72597,CrystalQuartz,plottedfind,CompFlake,0,0.19,13.63,7.54,2.32,0,,"~14,000-18,000",TerminalLGM
HOR-1,21/01/23,1763,72820,CrystalQuartz,plottedfind,CompFlake,0,4.4,22.09,29.61,8.32,0,,"~14,000-18,000",TerminalLGM
HOR-1,21/01/23,1763,72832,CrystalQuartz,plottedfind,CompFlake,0.25,0.62,14.99,8.41,5.92,0.25,,"~14,000-18,000",TerminalLGM
HOR-1,21/01/23,1763,72838,CrystalQuartz,plottedfind,CompFlake,0.5,1.69,22.29,12.98,6.89,0.5,,"~14,000-18,000",TerminalLGM
HOR-1,21/01/23,1763,72839,CrystalQuartz,plottedfind,CompFlake,0.25,3.96,22.75,15.96,11.71,0.25,,"~14,000-18,000",TerminalLGM
HOR-1,19/01/23,1763,72840,CrystalQuartz,plottedfind,CompFlake,0.75,1.02,15.26,19.44,5.18,0.75,,"~14,000-18,000",TerminalLGM
HOR-1,21/01/23,1763,73429,CrystalQuartz,plottedfind,CompFlake,0.95,1.7,23.29,16.66,7.47,0.95,,"~14,000-18,000",TerminalLGM
HOR-1,21/01/23,1763,73434,CrystalQuartz,plottedfind,CompFlake,0,0.79,13.35,10.98,5.83,0,,"~14,000-18,000",TerminalLGM
HOR-1,21/01/23,1763,73436,CrystalQuartz,plottedfind,CompFlake,0,0.55,10.44,13.04,5.81,0,,"~14,000-18,000",TerminalLGM
HOR-1,21/01/23,1763,73459,CrystalQuartz,plottedfind,CompFlake,0,0.17,10.21,7.56,3.63,0,,"~14,000-18,000",TerminalLGM
HOR-1,22/01/23,1763,73460,CrystalQuartz,plottedfind,RetouchedPiece,0,0.66,13,9.29,5.14,0,,"~14,000-18,000",TerminalLGM
HOR-1,22/01/23,1763,73463,CrystalQuartz,plottedfind,RetouchedPiece,0,3.75,20.5,16.69,12.38,0,width incomplete (snapped lateral margins),"~14,000-18,000",TerminalLGM
HOR-1,19/01/23,1763,73799,CrystalQuartz,plottedfind,CompFlake,0,1.09,20.51,13.09,3.81,0,,"~14,000-18,000",TerminalLGM
HOR-1,19/01/23,1763,73800,CrystalQuartz,plottedfind,CompFlake,0,19.41,44.38,32.4,11.61,0,,"~14,000-18,000",TerminalLGM
HOR-1,21/01/23,1763,73802,CrystalQuartz,plottedfind,CompFlake,0,0.79,15.29,10.97,4.31,0,,"~14,000-18,000",TerminalLGM
HOR-1,21/01/23,1763,73803,CrystalQuartz,plottedfind,CompFlake,0.25,2.66,16.21,12.38,11.32,0.25,,"~14,000-18,000",TerminalLGM
HOR-1,21/01/23,1763,73805,CrystalQuartz,plottedfind,CompFlake,0.75,0.63,17.13,9.71,4.08,0.75,,"~14,000-18,000",TerminalLGM
HOR-1,22/01/23,1763,73808,CrystalQuartz,plottedfind,RetouchedPiece,0,0.78,11.02,12.78,4.61,0,,"~14,000-18,000",TerminalLGM
HOR-1,21/01/23,1763,73809,CrystalQuartz,plottedfind,CompFlake,0,0.89,13.76,10.06,5.75,0,,"~14,000-18,000",TerminalLGM
HOR-1,23/01/23,1045,29310,CrystalQuartz,plottedfind,CompFlake,0.5,2.8,22.76,18.51,8.43,0.5,,"~14,000-17,000",TerminalLGM
